date,value,satellite_flag
2024-01-18 23:00,0.0000,11000000000000000000000000000000
2024-01-19 00:00,0.0573,11000000000000000000000000000000
2024-01-19 01:00,0.0000,01000000000000100000000000000000
2024-01-19 02:00,0.0000,11000000000000000000000000000000
2024-01-19 03:00,0.0000,11000000000000000000000000000000
2024-01-19 04:00,0.0621,11000000000000000000000000000000
2024-01-19 05:00,0.0000,11000000000000000000000000000000
2024-01-19 06:00,0.0000,11000000000000000000000000000000
2024-01-19 07:00,0.0000,11000000000000000000000000000000
2024-01-19 08:00,0.0000,11000000000000000000000000000000
2024-01-19 09:00,0.0000,11000000000000000000000000000000
2024-01-19 10:00,0.0000,11000000000000000000000000000000
2024-01-19 11:00,0.0000,11000000000000000000000000000000
2024-01-19 12:00,0.0000,11000000000000000000000000000000
2024-01-19 13:00,0.0000,11000000000000000000000000000000
2024-01-19 14:00,0.0000,01000000000000100000000000000000
2024-01-19 15:00,0.0000,11000000000000000000000000000000
2024-01-19 16:00,0.0000,11000000000000000000000000000000
2024-01-19 17:00,0.0000,01000000000000010000000000000000
2024-01-19 18:00,0.0000,11000000000000000000000000000000
2024-01-19 19:00,0.0000,11000000000000000000000000000000
2024-01-19 20:00,0.0000,01000000000000000010000000000000
2024-01-19 21:00,0.0000,01000000000001000000000000000000
2024-01-19 22:00,0.0000,01000000000000000000000000100000
2024-01-19 23:00,0.0000,11000000000000000000000000000000
2024-01-20 00:00,0.0000,11000000000000000000000000000000
2024-01-20 01:00,0.0000,01000000000000100000000000000000
2024-01-20 02:00,0.0000,11000000000000000000000000000000
2024-01-20 03:00,0.0000,11000000000000000000000000000000
2024-01-20 04:00,0.0000,11000000000000000000000000000000
2024-01-20 05:00,0.0000,11000000000000000000000000000000
2024-01-20 06:00,0.0000,01000000000000010000000000000000
2024-01-20 07:00,0.0000,11000000000000000000000000000000
2024-01-20 08:00,0.0000,11000000000000000000000000000000
2024-01-20 09:00,0.0000,01000000000001000000000000000000
2024-01-20 10:00,0.0000,11000000000000000000000000000000
2024-01-20 11:00,0.0000,11000000000000000000000000000000
2024-01-20 12:00,0.0000,11000000000000000000000000000000
2024-01-20 13:00,0.0000,01000000000000100000000000000000
2024-01-20 14:00,0.0139,11000000000000000000000000000000
2024-01-20 15:00,0.0000,11000000000000000000000000000000
2024-01-20 16:00,0.0489,11000000000000000000000000000000
2024-01-20 17:00,0.0513,11000000000000000000000000000000
2024-01-20 18:00,0.0227,01000000000000010000000000000000
2024-01-20 19:00,0.0000,11000000000000000000000000000000
2024-01-20 20:00,0.0000,01000000000000000010000000000000
2024-01-20 21:00,0.0000,11000000000000000000000000000000
2024-01-20 22:00,0.0000,01000000000000000000000000100000
2024-01-20 23:00,0.0000,11000000000000000000000000000000
2024-01-21 00:00,0.0000,11000000000000000000000000000000
2024-01-21 01:00,0.0000,11000000000000000000000000000000
2024-01-21 02:00,0.0000,11000000000000000000000000000000
2024-01-21 03:00,0.0000,11000000000000000000000000000000
2024-01-21 04:00,0.0000,11000000000000000000000000000000
2024-01-21 05:00,0.0000,11000000000000000000000000000000
2024-01-21 06:00,0.0000,11000000000000000000000000000000
2024-01-21 07:00,0.0000,11000000000000000000000000000000
2024-01-21 08:00,0.0000,01000000000001000000000000000000
2024-01-21 09:00,0.0000,01000000000000000010000000000000
2024-01-21 10:00,0.0000,11000000000000000000000000000000
2024-01-21 11:00,0.0000,11000000000000000000000000000000
2024-01-21 12:00,0.0000,11000000000000000000000000000000
2024-01-21 13:00,0.0000,01000000000000100000000000000000
2024-01-21 14:00,0.0000,11000000000000000000000000000000
2024-01-21 15:00,0.0000,11000000000000000000000000000000
2024-01-21 16:00,0.0000,11000000000000000000000000000000
2024-01-21 17:00,0.0000,01000000000000010000000000000000
2024-01-21 18:00,0.0000,11000000000000000000000000000000
2024-01-21 19:00,0.0000,11000000000000000000000000000000
2024-01-21 20:00,0.0000,01000000000000000010000000000000
2024-01-21 21:00,0.0000,11000000000000000000000000000000
2024-01-21 22:00,0.0000,01000000000000000000000000100000
2024-01-21 23:00,0.0000,11000000000000000000000000000000
2024-01-22 00:00,0.0000,11000000000000000000000000000000
2024-01-22 01:00,0.0000,11000000000000000000000000000000
2024-01-22 02:00,0.0000,01000000000000100000000000000000
2024-01-22 03:00,0.0000,11000000000000000000000000000000
2024-01-22 04:00,0.0000,11000000000000000000000000000000
2024-01-22 05:00,0.0000,01000000000000010000000000000000
2024-01-22 06:00,0.0000,11000000000000000000000000000000
2024-01-22 07:00,0.0000,11000000000000000000000000000000
2024-01-22 08:00,0.0000,01000000000000000010000000000000
2024-01-22 09:00,0.0000,11000000000000000000000000000000
2024-01-22 10:00,0.0000,11000000000000000000000000000000
2024-01-22 11:00,0.0000,11000000000000000000000000000000
2024-01-22 12:00,0.0000,11000000000000000000000000000000
